date,Burner,Flow Floor Act,Flow Floor Set,Flow Radiator Act,Flow Radiator Set,Hotwater,Mixer Floor,Mixer Radiator
2016.12.07 20:56:37,42.0,20.3,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:38,41.2,20.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:39,40.6,19.8,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:40,40.0,19.7,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:41,39.3,19.6,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:42,38.7,19.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:43,38.2,19.4,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:44,38.9,19.3,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:45,40.3,19.2,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:46,41.6,19.2,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:47,41.6,19.2,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:49,40.9,19.1,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:50,40.3,19.1,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:51,39.7,19.1,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:52,39.0,19.1,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:53,38.4,19.1,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:54,38.4,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:55,39.9,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:56,41.2,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:57,41.8,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:58,41.1,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:56:59,40.4,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:00,39.8,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:01,39.2,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:02,38.6,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:04,38.0,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:05,39.3,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:06,40.8,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:07,42.1,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:08,41.4,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:09,40.7,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:10,40.1,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:11,39.5,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:12,38.8,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:13,38.2,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:14,38.8,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:15,40.3,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:16,41.7,19.0,0.0,0.0,0.0,22.0,51.3,0.0
2016.12.07 20:57:17,41.6,19.0,0.0,0.0,0.0,22.0,45.3,0.0
2016.12.07 20:57:18,41.0,22.3,28.4,0.0,0.0,22.0,38.6,0.0
2016.12.07 20:57:20,40.3,25.4,28.4,0.0,0.0,22.0,31.3,0.0
2016.12.07 20:57:21,39.7,27.5,28.4,0.0,0.0,22.0,24.6,0.0
2016.12.07 20:57:22,39.1,29.1,28.4,0.0,0.0,22.0,17.9,0.0
2016.12.07 20:57:23,38.5,30.3,28.4,0.0,0.0,22.0,10.6,0.0
2016.12.07 20:57:24,38.0,31.1,28.4,0.0,0.0,22.0,4.0,0.0
2016.12.07 20:57:25,37.4,31.6,28.4,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:57:26,36.9,32.0,28.4,0.0,0.0,22.0,6.7,0.0
2016.12.07 20:57:27,36.4,32.2,28.4,0.0,0.0,22.0,13.6,0.0
2016.12.07 20:57:28,35.9,32.4,28.4,0.0,0.0,22.0,20.3,0.0
2016.12.07 20:57:29,35.4,32.5,28.4,0.0,0.0,22.0,27.6,0.0
2016.12.07 20:57:30,35.0,32.6,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:31,34.6,32.5,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:32,34.1,32.4,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:33,33.7,32.2,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:34,33.3,32.0,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:35,32.9,31.8,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:36,32.5,31.5,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:37,32.2,31.2,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:38,31.8,31.0,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:39,31.5,30.7,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:40,31.2,30.4,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:41,30.9,30.1,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:42,30.6,29.8,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:43,30.3,29.5,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:45,30.0,29.2,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:46,29.7,28.9,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:47,29.4,28.6,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:48,30.9,28.5,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:49,32.5,28.7,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:50,34.2,29.2,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:51,35.7,29.8,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:52,37.3,30.6,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:53,38.7,31.5,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:54,40.2,32.5,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:55,41.6,33.6,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:56,42.9,34.7,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:57,43.5,35.7,28.4,0.0,0.0,22.0,29.6,0.0
2016.12.07 20:57:58,42.7,36.5,0.0,0.0,0.0,22.0,24.3,0.0
2016.12.07 20:57:59,42.0,37.0,0.0,0.0,0.0,22.0,16.9,0.0
2016.12.07 20:58:00,41.3,37.2,0.0,0.0,0.0,22.0,9.6,0.0
2016.12.07 20:58:02,40.6,37.1,0.0,0.0,0.0,22.0,2.2,0.0
2016.12.07 20:58:03,40.0,37.0,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:04,39.3,36.7,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:05,38.7,36.4,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:06,38.1,36.1,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:07,37.6,35.7,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:08,37.1,35.3,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:09,36.6,34.9,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:10,36.1,34.5,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:11,35.6,34.1,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:12,35.1,33.6,0.0,0.0,0.0,22.0,0.0,0.0
2016.12.07 20:58:13,34.7,33.2,0.0,0.0,0.0,22.0,0.0,0.0
